"Period","month","completed","Treatment.Function.Code","Total.All"
"RTT-DECEMBER-2019",2019-12-01,"Incomplete","C_330",321879
"RTT-DECEMBER-2019",2019-12-01,"Incomplete","C_340",151592
"RTT-DECEMBER-2019",2019-12-01,"Incomplete","C_400",182718
"RTT-DECEMBER-2019",2019-12-01,"Incomplete","C_410",128161
"RTT-DECEMBER-2019",2019-12-01,"Incomplete","C_430",30579
"RTT-DECEMBER-2019",2019-12-01,"Incomplete","C_502",432466
"RTT-DECEMBER-2019",2019-12-01,"Incomplete","C_999",6722841
"RTT-JANUARY-2020",2020-01-01,"Incomplete","C_100",551313
"RTT-JANUARY-2020",2020-01-01,"Incomplete","C_110",892327
"RTT-JANUARY-2020",2020-01-01,"Incomplete","C_120",484173
"RTT-JANUARY-2020",2020-01-01,"Incomplete","C_130",737997
"RTT-JANUARY-2020",2020-01-01,"Incomplete","C_140",257470
"RTT-JANUARY-2020",2020-01-01,"Incomplete","C_150",53523
"RTT-JANUARY-2020",2020-01-01,"Incomplete","C_160",101902
"RTT-JANUARY-2020",2020-01-01,"Incomplete","C_170",16451
"RTT-JANUARY-2020",2020-01-01,"Incomplete","C_300",68838
"RTT-JANUARY-2020",2020-01-01,"Incomplete","C_301",359779
"RTT-JANUARY-2020",2020-01-01,"Incomplete","C_320",329980
"RTT-JANUARY-2020",2020-01-01,"Incomplete","C_330",333527
"RTT-JANUARY-2020",2020-01-01,"Incomplete","C_340",164659
"RTT-JANUARY-2020",2020-01-01,"Incomplete","C_400",188890
"RTT-JANUARY-2020",2020-01-01,"Incomplete","C_410",130590
"RTT-JANUARY-2020",2020-01-01,"Incomplete","C_430",32018
"RTT-JANUARY-2020",2020-01-01,"Incomplete","C_502",453011
"RTT-JANUARY-2020",2020-01-01,"Incomplete","C_999",7013443
"RTT-FEBRUARY-2020",2020-02-01,"Incomplete","C_100",537317
"RTT-FEBRUARY-2020",2020-02-01,"Incomplete","C_110",876984
"RTT-FEBRUARY-2020",2020-02-01,"Incomplete","C_120",481425
"RTT-FEBRUARY-2020",2020-02-01,"Incomplete","C_130",726106
"RTT-FEBRUARY-2020",2020-02-01,"Incomplete","C_140",260329
"RTT-FEBRUARY-2020",2020-02-01,"Incomplete","C_150",53227
"RTT-FEBRUARY-2020",2020-02-01,"Incomplete","C_160",98563
"RTT-FEBRUARY-2020",2020-02-01,"Incomplete","C_170",15937
"RTT-FEBRUARY-2020",2020-02-01,"Incomplete","C_300",66932
"RTT-FEBRUARY-2020",2020-02-01,"Incomplete","C_301",349812
"RTT-FEBRUARY-2020",2020-02-01,"Incomplete","C_320",323440
"RTT-FEBRUARY-2020",2020-02-01,"Incomplete","C_330",328218
"RTT-FEBRUARY-2020",2020-02-01,"Incomplete","C_340",160610
"RTT-FEBRUARY-2020",2020-02-01,"Incomplete","C_400",182536
"RTT-FEBRUARY-2020",2020-02-01,"Incomplete","C_410",127248
"RTT-FEBRUARY-2020",2020-02-01,"Incomplete","C_430",30156
"RTT-FEBRUARY-2020",2020-02-01,"Incomplete","C_502",446692
"RTT-FEBRUARY-2020",2020-02-01,"Incomplete","C_999",6881297
"RTT-MARCH-2020",2020-03-01,"Incomplete","C_100",492954
"RTT-MARCH-2020",2020-03-01,"Incomplete","C_110",795911
"RTT-MARCH-2020",2020-03-01,"Incomplete","C_120",439510
"RTT-MARCH-2020",2020-03-01,"Incomplete","C_130",672045
"RTT-MARCH-2020",2020-03-01,"Incomplete","C_140",245057
"RTT-MARCH-2020",2020-03-01,"Incomplete","C_150",51638
"RTT-MARCH-2020",2020-03-01,"Incomplete","C_160",92801
"RTT-MARCH-2020",2020-03-01,"Incomplete","C_170",15374
"RTT-MARCH-2020",2020-03-01,"Incomplete","C_300",61276
"RTT-MARCH-2020",2020-03-01,"Incomplete","C_301",316819
"RTT-MARCH-2020",2020-03-01,"Incomplete","C_320",294286
"RTT-MARCH-2020",2020-03-01,"Incomplete","C_330",282916
"RTT-MARCH-2020",2020-03-01,"Incomplete","C_340",148100
"RTT-MARCH-2020",2020-03-01,"Incomplete","C_400",168791
"RTT-MARCH-2020",2020-03-01,"Incomplete","C_410",115384
"RTT-MARCH-2020",2020-03-01,"Incomplete","C_430",25765
"RTT-MARCH-2020",2020-03-01,"Incomplete","C_502",414465
"RTT-MARCH-2020",2020-03-01,"Incomplete","C_999",6293950
"RTT-APRIL-2020",2020-04-01,"Incomplete","C_100",414741
"RTT-APRIL-2020",2020-04-01,"Incomplete","C_110",687149
"RTT-APRIL-2020",2020-04-01,"Incomplete","C_120",371693
"RTT-APRIL-2020",2020-04-01,"Incomplete","C_130",581843
"RTT-APRIL-2020",2020-04-01,"Incomplete","C_140",214167
"RTT-APRIL-2020",2020-04-01,"Incomplete","C_150",47517
"RTT-APRIL-2020",2020-04-01,"Incomplete","C_160",89997
"RTT-APRIL-2020",2020-04-01,"Incomplete","C_170",14461
"RTT-APRIL-2020",2020-04-01,"Incomplete","C_300",51561
"RTT-APRIL-2020",2020-04-01,"Incomplete","C_301",260226
"RTT-APRIL-2020",2020-04-01,"Incomplete","C_320",237790
"RTT-APRIL-2020",2020-04-01,"Incomplete","C_330",226902
"RTT-APRIL-2020",2020-04-01,"Incomplete","C_340",117740
"RTT-APRIL-2020",2020-04-01,"Incomplete","C_400",137583
"RTT-APRIL-2020",2020-04-01,"Incomplete","C_410",90262
"RTT-APRIL-2020",2020-04-01,"Incomplete","C_430",18879
"RTT-APRIL-2020",2020-04-01,"Incomplete","C_502",357436
"RTT-APRIL-2020",2020-04-01,"Incomplete","C_999",5301952
"RTT-MAY-2020",2020-05-01,"Incomplete","C_100",437740
"RTT-MAY-2020",2020-05-01,"Incomplete","C_110",704981
"RTT-MAY-2020",2020-05-01,"Incomplete","C_120",380698
"RTT-MAY-2020",2020-05-01,"Incomplete","C_130",575989
"RTT-MAY-2020",2020-05-01,"Incomplete","C_140",213754
"RTT-MAY-2020",2020-05-01,"Incomplete","C_150",47364
"RTT-MAY-2020",2020-05-01,"Incomplete","C_160",91431
"RTT-MAY-2020",2020-05-01,"Incomplete","C_170",15095
"RTT-MAY-2020",2020-05-01,"Incomplete","C_300",53552
"RTT-MAY-2020",2020-05-01,"Incomplete","C_301",269504
"RTT-MAY-2020",2020-05-01,"Incomplete","C_320",234593
"RTT-MAY-2020",2020-05-01,"Incomplete","C_330",234591
"RTT-MAY-2020",2020-05-01,"Incomplete","C_340",115970
"RTT-MAY-2020",2020-05-01,"Incomplete","C_400",131036
"RTT-MAY-2020",2020-05-01,"Incomplete","C_410",90570
"RTT-MAY-2020",2020-05-01,"Incomplete","C_430",18173
"RTT-MAY-2020",2020-05-01,"Incomplete","C_502",361215
"RTT-MAY-2020",2020-05-01,"Incomplete","C_999",5362653
"RTT-JUNE-2020",2020-06-01,"Incomplete","C_100",482490
"RTT-JUNE-2020",2020-06-01,"Incomplete","C_110",757170
"RTT-JUNE-2020",2020-06-01,"Incomplete","C_120",405837
"RTT-JUNE-2020",2020-06-01,"Incomplete","C_130",601631
"RTT-JUNE-2020",2020-06-01,"Incomplete","C_140",222598
"RTT-JUNE-2020",2020-06-01,"Incomplete","C_150",50008
"RTT-JUNE-2020",2020-06-01,"Incomplete","C_160",93592
"RTT-JUNE-2020",2020-06-01,"Incomplete","C_170",15439
"RTT-JUNE-2020",2020-06-01,"Incomplete","C_300",57369
"RTT-JUNE-2020",2020-06-01,"Incomplete","C_301",291008
"RTT-JUNE-2020",2020-06-01,"Incomplete","C_320",243162
"RTT-JUNE-2020",2020-06-01,"Incomplete","C_330",252778
"RTT-JUNE-2020",2020-06-01,"Incomplete","C_340",120673
"RTT-JUNE-2020",2020-06-01,"Incomplete","C_400",130924
"RTT-JUNE-2020",2020-06-01,"Incomplete","C_410",96386
"RTT-JUNE-2020",2020-06-01,"Incomplete","C_430",21323
"RTT-JUNE-2020",2020-06-01,"Incomplete","C_502",384119
"RTT-JUNE-2020",2020-06-01,"Incomplete","C_999",5706833
"RTT-JULY-2020",2020-07-01,"Incomplete","C_100",527114
"RTT-JULY-2020",2020-07-01,"Incomplete","C_110",826908
"RTT-JULY-2020",2020-07-01,"Incomplete","C_120",437416
"RTT-JULY-2020",2020-07-01,"Incomplete","C_130",661380
"RTT-JULY-2020",2020-07-01,"Incomplete","C_140",233258
"RTT-JULY-2020",2020-07-01,"Incomplete","C_150",52244
"RTT-JULY-2020",2020-07-01,"Incomplete","C_160",101084
"RTT-JULY-2020",2020-07-01,"Incomplete","C_170",15863
"RTT-JULY-2020",2020-07-01,"Incomplete","C_300",61859
"RTT-JULY-2020",2020-07-01,"Incomplete","C_301",323726
"RTT-JULY-2020",2020-07-01,"Incomplete","C_320",256731
"RTT-JULY-2020",2020-07-01,"Incomplete","C_330",273823
"RTT-JULY-2020",2020-07-01,"Incomplete","C_340",123624
"RTT-JULY-2020",2020-07-01,"Incomplete","C_400",140435
"RTT-JULY-2020",2020-07-01,"Incomplete","C_410",102326
"RTT-JULY-2020",2020-07-01,"Incomplete","C_430",23683
"RTT-JULY-2020",2020-07-01,"Incomplete","C_502",418767
"RTT-JULY-2020",2020-07-01,"Incomplete","C_999",6154273
"RTT-AUGUST-2020",2020-08-01,"Incomplete","C_100",540945
"RTT-AUGUST-2020",2020-08-01,"Incomplete","C_110",852155
"RTT-AUGUST-2020",2020-08-01,"Incomplete","C_120",444637
"RTT-AUGUST-2020",2020-08-01,"Incomplete","C_130",691929
"RTT-AUGUST-2020",2020-08-01,"Incomplete","C_140",234648
"RTT-AUGUST-2020",2020-08-01,"Incomplete","C_150",52142
"RTT-AUGUST-2020",2020-08-01,"Incomplete","C_160",104081
"RTT-AUGUST-2020",2020-08-01,"Incomplete","C_170",15141
"RTT-AUGUST-2020",2020-08-01,"Incomplete","C_300",62188
"RTT-AUGUST-2020",2020-08-01,"Incomplete","C_301",335483
"RTT-AUGUST-2020",2020-08-01,"Incomplete","C_320",254879
"RTT-AUGUST-2020",2020-08-01,"Incomplete","C_330",283265
"RTT-AUGUST-2020",2020-08-01,"Incomplete","C_340",122235
"RTT-AUGUST-2020",2020-08-01,"Incomplete","C_400",139596
"RTT-AUGUST-2020",2020-08-01,"Incomplete","C_410",100218
"RTT-AUGUST-2020",2020-08-01,"Incomplete","C_430",24276
"RTT-AUGUST-2020",2020-08-01,"Incomplete","C_502",428759
"RTT-AUGUST-2020",2020-08-01,"Incomplete","C_999",6257584
"RTT-SEPTEMBER-2020",2020-09-01,"Incomplete","C_100",574474
"RTT-SEPTEMBER-2020",2020-09-01,"Incomplete","C_110",898941
"RTT-SEPTEMBER-2020",2020-09-01,"Incomplete","C_120",465324
"RTT-SEPTEMBER-2020",2020-09-01,"Incomplete","C_130",721129
"RTT-SEPTEMBER-2020",2020-09-01,"Incomplete","C_140",243731
"RTT-SEPTEMBER-2020",2020-09-01,"Incomplete","C_150",55410
"RTT-SEPTEMBER-2020",2020-09-01,"Incomplete","C_160",110322
"RTT-SEPTEMBER-2020",2020-09-01,"Incomplete","C_170",15565
"RTT-SEPTEMBER-2020",2020-09-01,"Incomplete","C_300",64509
"RTT-SEPTEMBER-2020",2020-09-01,"Incomplete","C_301",363496
"RTT-SEPTEMBER-2020",2020-09-01,"Incomplete","C_320",265309
"RTT-SEPTEMBER-2020",2020-09-01,"Incomplete","C_330",305875
"RTT-SEPTEMBER-2020",2020-09-01,"Incomplete","C_340",124203
"RTT-SEPTEMBER-2020",2020-09-01,"Incomplete","C_400",146532
"RTT-SEPTEMBER-2020",2020-09-01,"Incomplete","C_410",105717
"RTT-SEPTEMBER-2020",2020-09-01,"Incomplete","C_430",25467
"RTT-SEPTEMBER-2020",2020-09-01,"Incomplete","C_502",457974
"RTT-SEPTEMBER-2020",2020-09-01,"Incomplete","C_999",6600255
"RTT-OCTOBER-2020",2020-10-01,"Incomplete","C_100",589277
"RTT-OCTOBER-2020",2020-10-01,"Incomplete","C_110",906801
"RTT-OCTOBER-2020",2020-10-01,"Incomplete","C_120",477326
"RTT-OCTOBER-2020",2020-10-01,"Incomplete","C_130",730550
"RTT-OCTOBER-2020",2020-10-01,"Incomplete","C_140",240094
"RTT-OCTOBER-2020",2020-10-01,"Incomplete","C_150",57892
"RTT-OCTOBER-2020",2020-10-01,"Incomplete","C_160",111142
"RTT-OCTOBER-2020",2020-10-01,"Incomplete","C_170",15533
"RTT-OCTOBER-2020",2020-10-01,"Incomplete","C_300",66916
"RTT-OCTOBER-2020",2020-10-01,"Incomplete","C_301",372015
"RTT-OCTOBER-2020",2020-10-01,"Incomplete","C_320",274097
"RTT-OCTOBER-2020",2020-10-01,"Incomplete","C_330",303566
"RTT-OCTOBER-2020",2020-10-01,"Incomplete","C_340",124613
"RTT-OCTOBER-2020",2020-10-01,"Incomplete","C_400",149713
"RTT-OCTOBER-2020",2020-10-01,"Incomplete","C_410",109044
"RTT-OCTOBER-2020",2020-10-01,"Incomplete","C_430",25331
"RTT-OCTOBER-2020",2020-10-01,"Incomplete","C_502",471124
"RTT-OCTOBER-2020",2020-10-01,"Incomplete","C_999",6733129
"RTT-NOVEMBER-2020",2020-11-01,"Incomplete","C_100",581396
"RTT-NOVEMBER-2020",2020-11-01,"Incomplete","C_110",898140
"RTT-NOVEMBER-2020",2020-11-01,"Incomplete","C_120",477285
"RTT-NOVEMBER-2020",2020-11-01,"Incomplete","C_130",723275
"RTT-NOVEMBER-2020",2020-11-01,"Incomplete","C_140",237195
"RTT-NOVEMBER-2020",2020-11-01,"Incomplete","C_150",58708
"RTT-NOVEMBER-2020",2020-11-01,"Incomplete","C_160",110005
"RTT-NOVEMBER-2020",2020-11-01,"Incomplete","C_170",15645
"RTT-NOVEMBER-2020",2020-11-01,"Incomplete","C_300",67550
"RTT-NOVEMBER-2020",2020-11-01,"Incomplete","C_301",368670
"RTT-NOVEMBER-2020",2020-11-01,"Incomplete","C_320",271363
"RTT-NOVEMBER-2020",2020-11-01,"Incomplete","C_330",291681
"RTT-NOVEMBER-2020",2020-11-01,"Incomplete","C_340",121728
"RTT-NOVEMBER-2020",2020-11-01,"Incomplete","C_400",149547
"RTT-NOVEMBER-2020",2020-11-01,"Incomplete","C_410",105492
"RTT-NOVEMBER-2020",2020-11-01,"Incomplete","C_430",24107
"RTT-NOVEMBER-2020",2020-11-01,"Incomplete","C_502",475415
"RTT-NOVEMBER-2020",2020-11-01,"Incomplete","C_999",6689447
"RTT-DECEMBER-2020",2020-12-01,"Incomplete","C_100",583047
"RTT-DECEMBER-2020",2020-12-01,"Incomplete","C_110",886602
"RTT-DECEMBER-2020",2020-12-01,"Incomplete","C_120",473277
"RTT-DECEMBER-2020",2020-12-01,"Incomplete","C_130",710943
"RTT-DECEMBER-2020",2020-12-01,"Incomplete","C_140",238336
"RTT-DECEMBER-2020",2020-12-01,"Incomplete","C_150",58987
"RTT-DECEMBER-2020",2020-12-01,"Incomplete","C_160",108504
"RTT-DECEMBER-2020",2020-12-01,"Incomplete","C_170",15670
"RTT-DECEMBER-2020",2020-12-01,"Incomplete","C_300",70549
"RTT-DECEMBER-2020",2020-12-01,"Incomplete","C_301",373016
"RTT-DECEMBER-2020",2020-12-01,"Incomplete","C_320",273680
"RTT-DECEMBER-2020",2020-12-01,"Incomplete","C_330",278888
"RTT-DECEMBER-2020",2020-12-01,"Incomplete","C_340",122394
"RTT-DECEMBER-2020",2020-12-01,"Incomplete","C_400",148463
"RTT-DECEMBER-2020",2020-12-01,"Incomplete","C_410",105871
"RTT-DECEMBER-2020",2020-12-01,"Incomplete","C_430",23743
"RTT-DECEMBER-2020",2020-12-01,"Incomplete","C_502",480053
"RTT-DECEMBER-2020",2020-12-01,"Incomplete","C_999",6673445
"RTT-JANUARY-2021",2021-01-01,"Incomplete","C_100",592973
"RTT-JANUARY-2021",2021-01-01,"Incomplete","C_110",913263
"RTT-JANUARY-2021",2021-01-01,"Incomplete","C_120",472437
"RTT-JANUARY-2021",2021-01-01,"Incomplete","C_130",711605
"RTT-JANUARY-2021",2021-01-01,"Incomplete","C_140",239507
"RTT-JANUARY-2021",2021-01-01,"Incomplete","C_150",59623
"RTT-JANUARY-2021",2021-01-01,"Incomplete","C_160",109495
"RTT-JANUARY-2021",2021-01-01,"Incomplete","C_170",16615
"RTT-JANUARY-2021",2021-01-01,"Incomplete","C_300",68657
"RTT-JANUARY-2021",2021-01-01,"Incomplete","C_301",377772
"RTT-JANUARY-2021",2021-01-01,"Incomplete","C_320",273416
"RTT-JANUARY-2021",2021-01-01,"Incomplete","C_330",271223
"RTT-JANUARY-2021",2021-01-01,"Incomplete","C_340",123194
"RTT-JANUARY-2021",2021-01-01,"Incomplete","C_400",146049
"RTT-JANUARY-2021",2021-01-01,"Incomplete","C_410",102551
"RTT-JANUARY-2021",2021-01-01,"Incomplete","C_430",22724
"RTT-JANUARY-2021",2021-01-01,"Incomplete","C_502",491811
"RTT-JANUARY-2021",2021-01-01,"Incomplete","C_999",6725806
"RTT-FEBRUARY-2021",2021-02-01,"Incomplete","C_100",613531
"RTT-FEBRUARY-2021",2021-02-01,"Incomplete","C_110",941273
"RTT-FEBRUARY-2021",2021-02-01,"Incomplete","C_120",487344
"RTT-FEBRUARY-2021",2021-02-01,"Incomplete","C_130",732203
"RTT-FEBRUARY-2021",2021-02-01,"Incomplete","C_140",248888
"RTT-FEBRUARY-2021",2021-02-01,"Incomplete","C_150",62105
"RTT-FEBRUARY-2021",2021-02-01,"Incomplete","C_160",111910
"RTT-FEBRUARY-2021",2021-02-01,"Incomplete","C_170",17549
"RTT-FEBRUARY-2021",2021-02-01,"Incomplete","C_300",67976
"RTT-FEBRUARY-2021",2021-02-01,"Incomplete","C_301",380725
"RTT-FEBRUARY-2021",2021-02-01,"Incomplete","C_320",280352
"RTT-FEBRUARY-2021",2021-02-01,"Incomplete","C_330",285001
"RTT-FEBRUARY-2021",2021-02-01,"Incomplete","C_340",128587
"RTT-FEBRUARY-2021",2021-02-01,"Incomplete","C_400",148973
"RTT-FEBRUARY-2021",2021-02-01,"Incomplete","C_410",108118
"RTT-FEBRUARY-2021",2021-02-01,"Incomplete","C_430",23003
"RTT-FEBRUARY-2021",2021-02-01,"Incomplete","C_502",513825
"RTT-FEBRUARY-2021",2021-02-01,"Incomplete","C_999",6940770
"RTT-MARCH-2021",2021-03-01,"Incomplete","C_100",654006
"RTT-MARCH-2021",2021-03-01,"Incomplete","C_110",1002254
"RTT-MARCH-2021",2021-03-01,"Incomplete","C_120",533394
"RTT-MARCH-2021",2021-03-01,"Incomplete","C_130",790800
"RTT-MARCH-2021",2021-03-01,"Incomplete","C_140",269019
"RTT-MARCH-2021",2021-03-01,"Incomplete","C_150",64733
"RTT-MARCH-2021",2021-03-01,"Incomplete","C_160",123341
"RTT-MARCH-2021",2021-03-01,"Incomplete","C_170",18933
"RTT-MARCH-2021",2021-03-01,"Incomplete","C_300",74710
"RTT-MARCH-2021",2021-03-01,"Incomplete","C_301",418248
"RTT-MARCH-2021",2021-03-01,"Incomplete","C_320",311519
"RTT-MARCH-2021",2021-03-01,"Incomplete","C_330",324604
"RTT-MARCH-2021",2021-03-01,"Incomplete","C_340",142209
"RTT-MARCH-2021",2021-03-01,"Incomplete","C_400",163882
"RTT-MARCH-2021",2021-03-01,"Incomplete","C_410",123016
"RTT-MARCH-2021",2021-03-01,"Incomplete","C_430",25861
"RTT-MARCH-2021",2021-03-01,"Incomplete","C_502",558544
"RTT-MARCH-2021",2021-03-01,"Incomplete","C_999",7594433
"RTT-APRIL-2021",2021-04-01,"Incomplete","C_100",591712
"RTT-APRIL-2021",2021-04-01,"Incomplete","C_110",1020541
"RTT-APRIL-2021",2021-04-01,"Incomplete","C_120",542474
"RTT-APRIL-2021",2021-04-01,"Incomplete","C_130",804534
"RTT-APRIL-2021",2021-04-01,"Incomplete","C_140",310948
"RTT-APRIL-2021",2021-04-01,"Incomplete","C_150",65526
"RTT-APRIL-2021",2021-04-01,"Incomplete","C_160",124925
"RTT-APRIL-2021",2021-04-01,"Incomplete","C_170",20239
"RTT-APRIL-2021",2021-04-01,"Incomplete","C_300",62505
"RTT-APRIL-2021",2021-04-01,"Incomplete","C_301",424920
"RTT-APRIL-2021",2021-04-01,"Incomplete","C_320",317732
"RTT-APRIL-2021",2021-04-01,"Incomplete","C_330",337178
"RTT-APRIL-2021",2021-04-01,"Incomplete","C_340",148214
"RTT-APRIL-2021",2021-04-01,"Incomplete","C_400",167875
"RTT-APRIL-2021",2021-04-01,"Incomplete","C_410",126722
"RTT-APRIL-2021",2021-04-01,"Incomplete","C_430",26315
"RTT-APRIL-2021",2021-04-01,"Incomplete","C_502",553388
"RTT-APRIL-2021",2021-04-01,"Incomplete","C_999",7668224
"RTT-MAY-2021",2021-05-01,"Incomplete","C_100",597689
"RTT-MAY-2021",2021-05-01,"Incomplete","C_110",1038433
"RTT-MAY-2021",2021-05-01,"Incomplete","C_120",554086
"RTT-MAY-2021",2021-05-01,"Incomplete","C_130",816594
"RTT-MAY-2021",2021-05-01,"Incomplete","C_140",318138
"RTT-MAY-2021",2021-05-01,"Incomplete","C_150",66172
"RTT-MAY-2021",2021-05-01,"Incomplete","C_160",128044
"RTT-MAY-2021",2021-05-01,"Incomplete","C_170",19531
"RTT-MAY-2021",2021-05-01,"Incomplete","C_300",66541
"RTT-MAY-2021",2021-05-01,"Incomplete","C_301",427768
"RTT-MAY-2021",2021-05-01,"Incomplete","C_320",331582
"RTT-MAY-2021",2021-05-01,"Incomplete","C_330",351340
"RTT-MAY-2021",2021-05-01,"Incomplete","C_340",154303
"RTT-MAY-2021",2021-05-01,"Incomplete","C_400",177022
"RTT-MAY-2021",2021-05-01,"Incomplete","C_410",135128
"RTT-MAY-2021",2021-05-01,"Incomplete","C_430",27427
"RTT-MAY-2021",2021-05-01,"Incomplete","C_502",564653
"RTT-MAY-2021",2021-05-01,"Incomplete","C_999",7872856
"RTT-JUNE-2021",2021-06-01,"Incomplete","C_100",608741
"RTT-JUNE-2021",2021-06-01,"Incomplete","C_110",1077190
"RTT-JUNE-2021",2021-06-01,"Incomplete","C_120",567651
"RTT-JUNE-2021",2021-06-01,"Incomplete","C_130",850163
"RTT-JUNE-2021",2021-06-01,"Incomplete","C_140",326174
"RTT-JUNE-2021",2021-06-01,"Incomplete","C_150",67859
"RTT-JUNE-2021",2021-06-01,"Incomplete","C_160",132537
"RTT-JUNE-2021",2021-06-01,"Incomplete","C_170",19831
"RTT-JUNE-2021",2021-06-01,"Incomplete","C_300",65728
"RTT-JUNE-2021",2021-06-01,"Incomplete","C_301",441832
"RTT-JUNE-2021",2021-06-01,"Incomplete","C_320",348516
"RTT-JUNE-2021",2021-06-01,"Incomplete","C_330",391014
"RTT-JUNE-2021",2021-06-01,"Incomplete","C_340",160574
"RTT-JUNE-2021",2021-06-01,"Incomplete","C_400",186885
"RTT-JUNE-2021",2021-06-01,"Incomplete","C_410",141035
"RTT-JUNE-2021",2021-06-01,"Incomplete","C_430",29771
"RTT-JUNE-2021",2021-06-01,"Incomplete","C_502",579920
"RTT-JUNE-2021",2021-06-01,"Incomplete","C_999",8170088
"RTT-JULY-2021",2021-07-01,"Incomplete","C_100",609882
"RTT-JULY-2021",2021-07-01,"Incomplete","C_110",1079334
"RTT-JULY-2021",2021-07-01,"Incomplete","C_120",568750
"RTT-JULY-2021",2021-07-01,"Incomplete","C_130",859171
"RTT-JULY-2021",2021-07-01,"Incomplete","C_140",328396
"RTT-JULY-2021",2021-07-01,"Incomplete","C_150",67533
"RTT-JULY-2021",2021-07-01,"Incomplete","C_160",135462
"RTT-JULY-2021",2021-07-01,"Incomplete","C_170",19465
"RTT-JULY-2021",2021-07-01,"Incomplete","C_300",66183
"RTT-JULY-2021",2021-07-01,"Incomplete","C_301",446030
"RTT-JULY-2021",2021-07-01,"Incomplete","C_320",352970
"RTT-JULY-2021",2021-07-01,"Incomplete","C_330",404449
"RTT-JULY-2021",2021-07-01,"Incomplete","C_340",161323
"RTT-JULY-2021",2021-07-01,"Incomplete","C_400",194213
"RTT-JULY-2021",2021-07-01,"Incomplete","C_410",144428
"RTT-JULY-2021",2021-07-01,"Incomplete","C_430",31370
"RTT-JULY-2021",2021-07-01,"Incomplete","C_502",582228
"RTT-JULY-2021",2021-07-01,"Incomplete","C_999",8246197
"RTT-AUGUST-2021",2021-08-01,"Incomplete","C_100",599452
"RTT-AUGUST-2021",2021-08-01,"Incomplete","C_110",1075599
"RTT-AUGUST-2021",2021-08-01,"Incomplete","C_120",567310
"RTT-AUGUST-2021",2021-08-01,"Incomplete","C_130",851568
"RTT-AUGUST-2021",2021-08-01,"Incomplete","C_140",327370
"RTT-AUGUST-2021",2021-08-01,"Incomplete","C_150",68270
"RTT-AUGUST-2021",2021-08-01,"Incomplete","C_160",134827
"RTT-AUGUST-2021",2021-08-01,"Incomplete","C_170",19420
"RTT-AUGUST-2021",2021-08-01,"Incomplete","C_300",64301
"RTT-AUGUST-2021",2021-08-01,"Incomplete","C_301",443744
"RTT-AUGUST-2021",2021-08-01,"Incomplete","C_320",356256
"RTT-AUGUST-2021",2021-08-01,"Incomplete","C_330",407840
"RTT-AUGUST-2021",2021-08-01,"Incomplete","C_340",163732
"RTT-AUGUST-2021",2021-08-01,"Incomplete","C_400",199093
"RTT-AUGUST-2021",2021-08-01,"Incomplete","C_410",142898
"RTT-AUGUST-2021",2021-08-01,"Incomplete","C_430",30880
"RTT-AUGUST-2021",2021-08-01,"Incomplete","C_502",583107
"RTT-AUGUST-2021",2021-08-01,"Incomplete","C_999",8206901
"RTT-SEPTEMBER-2021",2021-09-01,"Incomplete","C_100",624549
"RTT-SEPTEMBER-2021",2021-09-01,"Incomplete","C_110",1095724
"RTT-SEPTEMBER-2021",2021-09-01,"Incomplete","C_120",585504
"RTT-SEPTEMBER-2021",2021-09-01,"Incomplete","C_130",876123
"RTT-SEPTEMBER-2021",2021-09-01,"Incomplete","C_140",334285
"RTT-SEPTEMBER-2021",2021-09-01,"Incomplete","C_150",70931
"RTT-SEPTEMBER-2021",2021-09-01,"Incomplete","C_160",140091
"RTT-SEPTEMBER-2021",2021-09-01,"Incomplete","C_170",20247
"RTT-SEPTEMBER-2021",2021-09-01,"Incomplete","C_300",64994
"RTT-SEPTEMBER-2021",2021-09-01,"Incomplete","C_301",455078
"RTT-SEPTEMBER-2021",2021-09-01,"Incomplete","C_320",367664
"RTT-SEPTEMBER-2021",2021-09-01,"Incomplete","C_330",428279
"RTT-SEPTEMBER-2021",2021-09-01,"Incomplete","C_340",170905
"RTT-SEPTEMBER-2021",2021-09-01,"Incomplete","C_400",207528
"RTT-SEPTEMBER-2021",2021-09-01,"Incomplete","C_410",145659
"RTT-SEPTEMBER-2021",2021-09-01,"Incomplete","C_430",32153
"RTT-SEPTEMBER-2021",2021-09-01,"Incomplete","C_502",598426
"RTT-SEPTEMBER-2021",2021-09-01,"Incomplete","C_999",8485631
"RTT-OCTOBER-2021",2021-10-01,"Incomplete","C_100",617683
"RTT-OCTOBER-2021",2021-10-01,"Incomplete","C_110",1092134
"RTT-OCTOBER-2021",2021-10-01,"Incomplete","C_120",595965
"RTT-OCTOBER-2021",2021-10-01,"Incomplete","C_130",882346
"RTT-OCTOBER-2021",2021-10-01,"Incomplete","C_140",339950
"RTT-OCTOBER-2021",2021-10-01,"Incomplete","C_150",71017
"RTT-OCTOBER-2021",2021-10-01,"Incomplete","C_160",145882
"RTT-OCTOBER-2021",2021-10-01,"Incomplete","C_170",20240
"RTT-OCTOBER-2021",2021-10-01,"Incomplete","C_300",62701
"RTT-OCTOBER-2021",2021-10-01,"Incomplete","C_301",464880
"RTT-OCTOBER-2021",2021-10-01,"Incomplete","C_320",370267
"RTT-OCTOBER-2021",2021-10-01,"Incomplete","C_330",427246
